Item_ID	Sentence	Pre	ParentString	WordAfterAll	ParentNode	GrammFunction	Objects	Head	RevisedPartitive	RevisedHead	BadNP	JFQ_Head	CndP_Head	Information_Head_3gram	Length_Head_3gram	FQ_Head	P_Head	NPNiteID	Partitive	CorrectedHead
81317:38	"it's just, you know, glued to the t v all the time anyway."	v	glued to the t v all the time anyway	the	VP	NP-TMP		time				146	0.077991453	9.324259938	1	1872	0.001560809	sw2913_s54_511	the	time
82077:18	"uh, north carolina is all the way on the east coast."	is	is all the way on the east coast	the	VP	NP-ADV		way				40	0.036199095	10.08532932	1	1105	0.000921311	sw2938_s41_505	the	way
82130:15	"i forget my age all the time,"	age	forget my age all the time	the	VP	NP-TMP		time				146	0.077991453	9.324259938	1	1872	0.001560809	sw2938_s75_504	the	time
82317:24	"for ozone, and oh, yeah, all that."	yeah	"for ozone, and oh, yeah, all that."	that	FRAG	NP	NP-OTHER	that				106	0.004737218	5.74425372	1	22376	0.018656337	sw2938_s197_505	the	that
82563:55	"we went to pana-, he went to panama when noriega was doing all that --n409b45."	doing	doing all that --n409b45	that	VP	NP	NP-OBJ	that				106	0.004737218	5.74425372	1	22376	0.018656337	sw2938_s354_520	the	that
82662:21	"and now she's staying home all the time,"	home	staying home all the time	the	VP	NP-TMP		time				146	0.077991453	9.324259938	1	1872	0.001560809	sw2945_s56_506	the	time
83324:50	and he is motivated because we happen --n4075d0 to be the cradle of liberty and all that.	and	the cradle of liberty and all that	that	NP-PRD	NP-PRD	NP-OTHER	that				106	0.004737218	5.74425372	1	22376	0.018656337	sw2956_s174_512	the	that
83747:15	and it blew out all the fuses.	out	blew out all the fuses	the	VP	NP	NP-OTHER	fuses				1	0.5	20.19385378	1	2	1.67e-06	sw2965_s15_504	the	fuses
83825:24	"so after --n402cef buying the filter and all the oil, you're looking at ten bucks at least, or somewhere in there"	and	the filter and all the oil	the	NP	NP	NP-OTHER	oil				2	0.031746032	14.23965747	1	63	5.25e-05	sw2965_s74_505	the	oil
84050:177	"and so i am kind of at this point getting a little bit broke and deciding that what we are going --n400bbb to do --n400bca is we are just going --n400be9 to struggle through the rest of this year, probably through the fall too. and, uh, rip up, rip out all the rest of these junipers or anything that --n400c74 requires, uh, more care than i am willing to give the kids --n400cb7 and replace it with hollies."		"rip out all the rest of these junipers or anything that --n400c74 requires, uh, more care than i am willing to give the kids --n400cb7"	the	VP	NP	NP-OTHER	rest				3	0.0375	13.89007303	1	80	6.67e-05	sw2969_s27_556	the	rest
84115:15	but just pulling all the weeds out of that just drives me nuts.	pulling	pulling all the weeds out of that	the	VP	NP	NP-OBJ	weeds				1	0.2	18.19385378	1	5	4.17e-06	sw2969_s64_505	the	weeds
84129:15	so i just broke all them off.	broke	broke all them off	them	VP	NP	NP-OBJ	them				22	0.008261359	8.815558926	1	2663	0.002220318	sw2969_s74_504	no	them
84666:44	"i think t v is bad. because they, uh, show all sorts of violence on,"	show	show all sorts of violence on	sorts	VP	NP	NP-OBJ	sorts	hyper	violence		19	0.527777778	15.06457076	1	36	3e-05	sw2970_s128_513	no	violence
84675:83	"they do not, they do not talk to their kids and take them out. and, and are not there all the time"	there	are not there all the time	the	VP			time				146	0.077991453	9.324259938	1	1872	0.001560809		the	time
84734:9	"and so all the young engineers are like, well, i am just, going, you know,"	so	"and so all the young engineers are like, well, i am just, going, you know,"	the	S	NP-SBJ		engineers				2	0.117647059	16.19385378	1	17	1.42e-05	sw2970_s176_502	the	engineers
84783:15	"but then there are all these,"	are	are all these	these	VP	"NP-PRD,UNF"		these				3	0.004261364	10.7364729	1	704	0.000586971	sw2970_s209_504	the	these
84811:68	"that is a very, very neat town to visit --n406da1. uh, in terms of the french quarter and all of the things you hear about --n406df0."	and	the french quarter and all of the things you hear about --n406df0	of	NP	NP	NP-OTHER	things				56	0.03196347	9.419890413	1	1752	0.001460757	sw2970_s229_518	yes	things
84819:17	"i mean, in all the tourist brochures you read about what you should --n406fec or should not --n406fff do --n40700a."	in	in all the tourist brochures	the	PP-LOC	NP	NP-OTHER	brochures				1	0.5	20.19385378	1	2	1.67e-06	sw2970_s233_506	the	brochures
84917:37	you should not deny yourself going --n408c6d to visit and all that.	and	going --n408c6d to visit and all that	that	NP	NP	NP-OTHER	that				106	0.004737218	5.74425372	1	22376	0.018656337	sw2970_s301_505	the	that
85035:35	i think kids get too much too fast. and all those sort of things.	and	get too much too fast. and all those sort of things	those	VP	NP-ETC	NP-OTHER	sort				7	0.013035382	11.12776459	1	537	0.000447732	sw2970_s378_510	the	sort
85106:77	"like when we lived in tennessee --n401316, we, we took them to washington, d c to see all the capitol and, and things like that when they were small --n401395."	see	"see all the capitol and, and things like that when they were small --n401395"	the	VP	NP	NP-OBJ	capitol				1	0.5	20.19385378	1	2	1.67e-06	sw2989_s25_526	the	capitol
85138:26	"i remember my parents didn't do all those type things,"	do	do all those type things	those	VP	NP	NP-OBJ	things				56	0.03196347	9.419890413	1	1752	0.001460757	sw2989_s43_508	the	things
85248:46	"and the, the transportation situation is such that, uh, all the car pollution is, is absolutely awful."	uh	"that, uh, all the car pollution is, is absolutely awful"	the	SBAR	NP-SBJ		pollution				1	0.012048193	13.83630178	1	83	6.92e-05	sw2998_s12_513	the	pollution
85271:53	"you know, uh, i-, i guess it talked about all types of pollution."	about	about all types of pollution	types	PP	NP	NP-OTHER	types	hyper	pollution		3	0.053571429	14.41249407	1	56	4.67e-05	sw2998_s26_518	no	pollution
85713:13	maybe it's all the sand.	's	's all the sand	the	VP	NP-PRD		sand				1	0.045454545	15.80153636	1	22	1.83e-05	sw3011_s107_504	the	sand
86274:32	"so, they spread the costs out over, uh, all the patient costs"	uh	"over, uh, all the patient costs"	the	PP	NP	NP-OTHER	costs				3	0.046153846	14.19385378	1	65	5.42e-05	sw3015_s96_507	the	costs
86439:13	"but we have all these wonderful pictures of all these great places that they have been --n401f9b,"	have	have all these wonderful pictures of all these great places that they have been --n401f9b	these	VP	NP	NP-OBJ	pictures				3	0.136363636	15.80153636	1	22	1.83e-05	sw3020_s73_503	the	pictures
86439:26	"but we have all these wonderful pictures of all these great places that they have been --n401f9b,"	of	of all these great places that they have been --n401f9b	these	PP	NP	NP-OTHER	places				15	0.071090047	12.47960826	1	211	0.000175925	sw3020_s73_506	the	places
86475:36	"and i guess they, they make all their money on tourism"	make	make all their money on tourism	their	VP	NP	NP-OBJ	money				27	0.04313099	10.9061414	1	626	0.000521937	sw3020_s93_512	the	money
86622:26	"they, they show all this wonderful seafood and, and great big prawns, you know the big shrimp"	show	"show all this wonderful seafood and, and great big prawns, you know the big shrimp"	this	VP	NP	NP-OBJ	seafood				1	0.111111111	17.19385378	1	9	7.5e-06	sw3020_s180_508	the	seafood
86661:66	"but, it, it wasn't more of a challenge in a sense because i hired a guide all the time,"	guide	hired a guide all the time	the	VP	NP-TMP		time				146	0.077991453	9.324259938	1	1872	0.001560809	sw3020_s202_519	the	time
86673:74	"maybe it was about a thousand dollars, maybe a little bit less, i don't really remember, for ten days including all my meals, a guide, a car, the airfare"	including	"including all my meals, a guide, a car, the airfare"	my	PP	NP	NP-OBJ	meals				2	0.08	15.60889128	1	25	2.08e-05	sw3020_s210_522	the	meals
86863:54	"they take your name and driver's license number, hunter, hunting license number and all that good stuff, before you can buy any big ammunition. especially for handguns,"	and	"your name and driver's license number, hunter, hunting license number and all that good stuff"	that	NP	NP	NP-OTHER	stuff				76	0.090692124	10.48476997	1	838	0.000698695	sw3021_s65_503	the	stuff
86971:66	"you don't have --n40466d to carry one in your car or your, uh, or your pocket all the time."	pocket	"carry one in your car or your, uh, or your pocket all the time"	the	VP	NP-TMP		time				146	0.077991453	9.324259938	1	1872	0.001560809	sw3021_s125_519	the	time
87149:50	"what do you, what do you think --n4016b6 is causing all this,"	causing	causing all this	this	VP	NP	NP-OBJ	this				25	0.009412651	8.819357636	1	2656	0.002214481	sw3023_s34_518	the	this
87367:38	but it was the guys that --n40061b got together and did all this.	did	did all this	this	VP	NP	NP-OBJ	this				25	0.009412651	8.819357636	1	2656	0.002214481	sw3030_s10_513	the	this
87372:14	"and i mean all guys, i think, like --n400876 to barbecue."	mean	"and i mean all guys, i think, like --n400876 to barbecue."	guys	S	NP-SBJ-N400876		guys				6	0.042253521	13.05430243	1	142	0.000118395	sw3030_s13_505	no	guys
87384:6	"but all these other guys do too,"	but	"but all these other guys do too,"	these	S	NP-SBJ		guys				6	0.042253521	13.05430243	1	142	0.000118395	sw3030_s21_501	the	guys
87395:48	"i mean, because you know everybody is so active with their kids and all that."	and	is so active with their kids and all that	that	VP	NP-ETC		that				106	0.004737218	5.74425372	1	22376	0.018656337	sw3030_s28_517	the	that
87482:37	"so we, we try --n402cf6 to keep all that in mind,"	keep	keep all that in mind	that	VP	NP	NP-OBJ	that				106	0.004737218	5.74425372	1	22376	0.018656337	sw3030_s81_512	the	that
87593:10	"everything, all parts of the food,"	everything	"everything, all parts of the food,"	parts	NP	NP	NP-OTHER	parts	hyper	food		7	0.102941176	14.12776459	1	68	5.67e-05	sw3030_s146_500	no	food
87631:39	"and the-, they had black forest cherry cake and all those things."	and	black forest cherry cake and all those things	those	NP	NP	NP-OTHER	things				56	0.03196347	9.419890413	1	1752	0.001460757	sw3030_s169_508	the	things
87676:41	"so. that's, um, a really good party time, eating all that hot food"	eating	eating all that hot food	that	VP	NP	NP-OBJ	food				2	0.019047619	13.49341406	1	105	8.75e-05	sw3030_s197_509	the	food
87686:4	"all the stuff that --n406a79 goes with that,"			the		NP	NP-OTHER	stuff				76	0.090692124	10.48476997	1	838	0.000698695	sw3030_s203_500	the	stuff
87740:70	"and whenever the cultural revolution of nineteen forty-nine occurred --n40072f and most churches were either banned --n40074e or their, all the clergy and so forth were killed --n40078d or, or imprisoned --n4007b0 or, and the property confiscated --n4007db, she was safe because she had, you know, not officially joined the, the christian movement."	their	"their, all the clergy and so forth were killed --n40078d or, or imprisoned --n4007b0"	the	S	NP-SBJ-N40078D	NP-OTHER	clergy				1	1	20.19385498	1	1	8.34e-07	sw3038_s10_522	the	clergy
87761:141	"and they had her teaching, or were starting --n401999 to have her teach history for the soldiers. when the, they decided that, that she needed --n4019fc to start --n401a0b recanting of all of her pre, uh, regime crimes as it were --n401a4a."	of	"of all of her pre, uh, regime crimes"	of	PP	NP	NP-OTHER	crimes				1	0.012987013	13.94592627	1	77	6.42e-05	sw3038_s25_549	yes	crimes
87925:58	"he, he was so proud of himself for giving ex-, all the correct answers that, that on the last one he said, oh, i never remember that answer"	ex-	"giving ex-, all the correct answers"	the	VP	NP	NP-OTHER	answers				1	0.166666667	17.87192569	1	6	5e-06	sw3038_s126_520	the	answers
88030:7	"but all the various taxing authorities that --n402c67 come through, i think the one tax i resent --n402c9e the most though is the additional sales tax for dart which --n402cd1 is probably never going --n402ce8 to be in existence in my lifetime."	but	"but all the various taxing authorities that --n402c67 come through, i think the one tax i resent --n402c9e the most though is the additional sales tax for dart which --n402cd1 is probably never going --n402ce8 to be in existence in my lifetime."	the	S	NP-ADV	NP-OTHER	authorities				1	0.25	18.60889128	1	4	3.34e-06	sw3040_s62_501	the	authorities
88057:34	"and, uh, for instance all the, all the, the, uh, office buildings and stuff that --n403e21 are out here in, in, uh, north dallas as opposed to downtown,"	the	"and, uh, for instance all the, all the, the, uh, office buildings and stuff that --n403e21 are out here in, in, uh, north dallas as opposed to downtown,"		S	NP-SBJ	NP-OTHER	buildings	the			1	0.066666667	16.38649886	1	15	1.25e-05	sw3040_s78_508	no	buildings
88101:121	"so, but i, here again i think mumblex i resented where they were collecting the sales tax for five years before they turned a spade of dirt. so and doing all these studies and the things --n404d28"	doing	doing all these studies and the things --n404d28	these	VP	NP	NP-OBJ	studies				1	0.083333333	16.73442216	1	12	1e-05	sw3040_s103_538	the	studies
88473:27	so i shouldn't go --n406433 see movies all the time.	movies	see movies all the time	the	VP	NP-TMP		time				146	0.077991453	9.324259938	1	1872	0.001560809	sw3041_s211_508	the	time
88494:41	and then it just tells about their friendship that --n406b73 lasts through all these years.	through	through all these years	these	PP-TMP	NP	NP-OTHER	years				12	0.010425717	10.02643564	1	1151	0.000959664	sw3041_s224_514	the	years
88736:177	"and you, and it does a lot of things too that if you, if you do any kind of, uh, research or anything like that where you have --n403be7 to, uh, use footnotes --n403c06, it is just wonderful. because it keeps track of all your footnotes."	of	of all your footnotes	your	PP	NP	NP-OTHER	footnotes				1	0.5	20.19385378	1	2	1.67e-06	sw3045_s119_560	the	footnotes
88744:201	"and if you add it, if you put a footnote in, in the middle, you know, if you come up with some new piece of documentation and you put that in the middle of your paper and have --n403fb6 to footnote it, you just change, um, it just automatically changes all your footnoting numbers for you."		changes all your footnoting numbers for you	your	VP	NP	NP-OTHER	numbers				2	0.051282051	14.94592627	1	39	3.25e-05	sw3045_s123_566	the	numbers
88802:29	"oh. trying to figure out what all that was about --n405456, huh.."	what	what all that was about --n405456	that	SBAR	NP-SBJ		that				106	0.004737218	5.74425372	1	22376	0.018656337	sw3045_s157_511	the	that
88818:17	"but, uh, now all of the sc-, scholastic majors though,"	now	"but, uh, now all of the sc-, scholastic majors though,"	of	S	NP-SBJ	NP-OTHER	majors				1	1	20.19385498	1	1	8.34e-07	sw3045_s169_503	yes	majors
88905:16	"and i think about all the people that he talks to --n4073cc all over the,"	about	about all the people that he talks to --n4073cc all over the	the	PP	NP	NP-OTHER	people				36	0.015880018	9.047921636	1	2267	0.001890146	sw3045_s216_504	the	people
89787:111	"but, you know, i don't think, i think it's going --n4036f4 to be a long time, if ever, when nice things and really quality construction and all the other additional amenities are really, uh, desirable --n40376b."	and	nice things and really quality construction and all the other additional amenities	the	NP-SBJ	NP-SBJ	NP-OTHER	amenities				1	0.333333333	19.19385378	1	3	2.5e-06	sw3051_s122_531	the	amenities
89975:152	"my, my mother and stepfather have, have, uh, set up an arrangement where they have a large home and, uh, two of my sisters and, and their families, one of them's husband and then all the children are living in this home --n400812."	then	one of them's husband and then all the children	the	NP	NP-SBJ	NP-OTHER	children				7	0.014925373	11.32348906	1	469	0.000391036	sw3052_s21_527	the	children
89993:95	"and, and, uh, we have a very active nursing home here in plano that, that --n40158e has, uh, activities going all the time"	going	going all the time	the	VP	NP-TMP		time				146	0.077991453	9.324259938	1	1872	0.001560809	sw3052_s35_528	the	time
90003:77	"you know, th-, so there are a lot of, a lot of activities going on all the time"	on	going on all the time	the	VP	NP-TMP		time				146	0.077991453	9.324259938	1	1872	0.001560809	sw3052_s41_526	the	time
90077:17	"you hear these stories, all the time."	stories	"hear these stories, all the time"	the	VP	NP-TMP		time				146	0.077991453	9.324259938	1	1872	0.001560809	sw3052_s90_504	the	time
90129:34	"as the situation is so sad because it just takes all the dignity away from, from people who --n40478d have been independent all their lives."	takes	"takes all the dignity away from, from people who --n40478d have been independent all their lives"	the	VP	NP	NP-OBJ	dignity				1	1	20.19385498	1	1	8.34e-07	sw3052_s120_511	the	dignity
90129:83	"as the situation is so sad because it just takes all the dignity away from, from people who --n40478d have been independent all their lives."	independent	been independent all their lives	their	VP	NP-TMP		lives				1	0.009090909	13.42566946	1	110	9.17e-05	sw3052_s120_528	the	lives
90336:51	"but, uh, i am trying --n404805 to get away from --n40481c just reading novels all the time."	novels	reading novels all the time	the	VP	NP-TMP		time				146	0.077991453	9.324259938	1	1872	0.001560809	sw3056_s99_516	the	time
90442:44	"cause i just kind of, uh, i just have all the books out, you know,"	have	"have all the books out, you know"	the	VP	NP	NP-OBJ	books				4	0.033613445	13.31121073	1	119	9.92e-05	sw3056_s165_513	the	books
90592:88	"and we think he needs --n4029f6 to be tested --n402a09 immediately, because, you know, once the first report card comes in, they, have all these people being tested,"	have	have all these people being tested	these	VP	NP	NP-OBJ	people				36	0.015880018	9.047921636	1	2267	0.001890146	sw3062_s87_527	the	people
90763:16	"and they put off all social life, all everything, you know."	off	"put off all social life, all everything, you know"	social	VP	NP	NP-OTHER	life				12	0.042553191	12.05942746	1	282	0.000235122	sw3062_s185_504	no	life
90763:25	"and they put off all social life, all everything, you know."	life	"all social life, all everything"	everything	NP	NP	NP-OTHER	everything				3	0.005385996	11.07491271	1	557	0.000464407	sw3062_s185_504	no	everything
90787:15	we didn't do all that you know.	do	do all that you know	that	VP	NP	NP-OBJ	that				106	0.004737218	5.74425372	1	22376	0.018656337	sw3062_s201_504	the	that
91715:54	"um, most of the stuff is on, uh, literary criticism and philosophy, and religion and all that."	and	"literary criticism and philosophy, and religion and all that"	that	NP	NP	NP-OTHER	that				106	0.004737218	5.74425372	1	22376	0.018656337	sw3069_s192_509	the	that
91885:30	"my work, is just kind of compiling, all that for him."	compiling	"compiling, all that for him"	that	VP	NP	NP-OTHER	that				106	0.004737218	5.74425372	1	22376	0.018656337	sw3069_s284_508	the	that
91932:26	"well, all, see, all the family lives in once place, except for a few of us are scattered about."	see	"well, all, see, all the family lives in once place, except for a few of us are scattered about."		S	NP-SBJ		family	the			6	0.012345679	11.27201284	1	486	0.00040521	sw3070_s11_507	no	family
91966:7	"and all of the descendants of the civil war, i mean, yeah, the civil war veterans come together,"	and	"and all of the descendants of the civil war, i mean, yeah, the civil war veterans come together,"	of	S	NP-SBJ	NP-OTHER	descendants				2	0.4	18.19385378	1	5	4.17e-06	sw3070_s29_501	yes	descendants
91976:46	"and, uh, that seems --n400f1a to be sort of a middle ground for all of the texas family."	for	for all of the texas family	of	PP	NP	NP-OTHER	family				6	0.012345679	11.27201284	1	486	0.00040521	sw3070_s35_512	yes	family
91991:10	"um, all of his direct descendants, descendants have now died"	um	"um, all of his direct descendants, descendants have now died"	of	S	NP-SBJ	NP-OTHER	descendants				2	0.4	18.19385378	1	5	4.17e-06	sw3070_s44_502	yes	descendants
92025:13	"and you get all the wonderful old family recipes, that --n401b63 have been handed, down for years."	get	"get all the wonderful old family recipes, that --n401b63 have been handed, down for years"	the	VP	NP	NP-OBJ	recipes				1	0.045454545	15.80153636	1	22	1.83e-05	sw3070_s66_503	the	recipes
92150:65	"so i got busy, got together, and put a reunion together for his family. and succeeded in getting all of his brothers and sisters and all of their offspring but one to our place down at lake tawakoni."	getting	getting all of his brothers and sisters and all of their offspring but one to our place down at lake tawakoni	of	VP	NP	NP-OBJ	sisters				5	0.161290323	15.28696319	1	31	2.58e-05	sw3070_s146_517	yes	sisters
92150:83	"so i got busy, got together, and put a reunion together for his family. and succeeded in getting all of his brothers and sisters and all of their offspring but one to our place down at lake tawakoni."	and	all of his brothers and sisters and all of their offspring but one	of	NP	NP	NP-OTHER	offspring				1	1	20.19385498	1	1	8.34e-07	sw3070_s146_517	yes	offspring
92169:54	"and, and, uh, it was an enormous task to bring all of those people together with just one or two people helping --n40532b."	bring	bring all of those people together with just one or two people helping --n40532b	of	VP	NP	NP-OBJ	people				36	0.015880018	9.047921636	1	2267	0.001890146	sw3070_s157_516	yes	people
92170:38	"and, uh, we had --n405456 to provide sleeping arrangements for all of them"	for	for all of them	of	PP	NP	NP-OTHER	them				22	0.008261359	8.815558926	1	2663	0.002220318	sw3070_s158_510	yes	them
92176:30	"and then the following summer, we did not have all of the family there."	have	have all of the family there	of	VP	NP	NP-OBJ	family				6	0.012345679	11.27201284	1	486	0.00040521	sw3070_s162_506	yes	family
92264:32	we just kind of walked the beaches and looked at all the beautiful scenery there.	at	at all the beautiful scenery	the	PP	NP	NP-OTHER	scenery				1	0.1	17.02392878	1	10	8.34e-06	sw3072_s23_509	the	scenery
92409:33	"i would, i would spend all my time --n40372d in london, or most of my time,"	spend	"spend all my time --n40372d in london, or most of my time"	my	VP	NP	NP-OBJ	time				146	0.077991453	9.324259938	1	1872	0.001560809	sw3072_s109_511	the	time
92466:52	but i'd have --n404805 to have a tour guide with me --n404828 to help with all the language and all that.	with	with all the language and all that	the	PP	NP	NP-OTHER	language				1	0.034482759	15.38649886	1	29	2.42e-05	sw3072_s144_516	the	language
92466:61	but i'd have --n404805 to have a tour guide with me --n404828 to help with all the language and all that.	and	all the language and all that	that	NP	NP	NP-OTHER	that				106	0.004737218	5.74425372	1	22376	0.018656337	sw3072_s144_516	the	that
92641:46	"i'm sorry they're breaking the team up, because we liked all the ones that --n400cf0 were on there."	liked	liked all the ones that --n400cf0 were on there	the	VP	NP	NP-OBJ	ones				3	0.011070111	12.11703818	1	271	0.00022595	sw3073_s35_515	the	ones
92649:77	"i'm surprised that, i was surprised at the ending of, you know, with all the funny things happening and different things."	with	with all the funny things happening and different things	the	PP	NP-SBJ		things				56	0.03196347	9.419890413	1	1752	0.001460757	sw3073_s40_528	the	things
92810:21	"so all the, all the people that --n404e1a worked with the father ostracized him."	the	"so all the, all the people that --n404e1a worked with the father ostracized him."	the	S	NP-SBJ	NP-OTHER	people				36	0.015880018	9.047921636	1	2267	0.001890146	sw3073_s135_505	the	people
92867:150	"and, and, uh, i guess mostly i, i like the news shows --n405efd too, the news magazines, like sixty minutes or twenty, twenty or prime time live or something like that, you know, all, all of those shows, if i can do it,"	all	"sixty minutes or twenty, twenty or prime time live or something like that, you know, all, all of those shows"		NP	NP	NP-OTHER	shows	those			4	0.043956044	13.70200069	1	91	7.59e-05	sw3073_s162_525	no	shows
93062:53	"because her effort would have really, um, really, uh, been a good example for all of us."	for	for all of us	of	PP	NP	NP-OTHER	us				15	0.031446541	11.29903602	1	477	0.000397706	sw3074_s38_513	yes	us
93269:52	"you, you, you can't be waited --n40581a on all your life and expect things to always ha-, work ou-, out."	on	waited --n40581a on all your life	your	VP	NP-TMP		life				12	0.042553191	12.05942746	1	282	0.000235122	sw3074_s161_518	the	life
93401:50	"and, and, uh, do we have --n40808f to wait until all the landfills, are full and there is nowhere else to put our garbage --n4080e6."	until	"until all the landfills, are full and there is nowhere else to put our garbage --n4080e6"	the	SBAR-TMP	NP-SBJ		landfills				1	0.125	17.38649886	1	8	6.67e-06	sw3074_s230_515	the	landfills
93660:13	but i like all of that.	like	like all of that	of	VP	NP	NP-OBJ	that				106	0.004737218	5.74425372	1	22376	0.018656337	sw3075_s140_503	yes	that
93703:80	"i, i guess i, i would contemplate --n4050d2 going on a cruise, uh, oh, all circumstances permitting it."	oh	"contemplate --n4050d2 going on a cruise, uh, oh, all circumstances permitting it"	circumstances	VP	NP-SBJ		circumstances				1	0.043478261	15.73442216	1	23	1.92e-05	sw3075_s166_526	no	circumstances
93928:22	eating right and no cholesterol and all that.	and	eating right and no cholesterol and all that.	that	NP	NP	NP-OTHER	that				106	0.004737218	5.74425372	1	22376	0.018656337	sw3080_s66_500	the	that
93932:25	"i, i do all that."	do	do all that	that	VP	NP	NP-OBJ	that				106	0.004737218	5.74425372	1	22376	0.018656337	sw3080_s69_508	the	that
94034:63	and i need --n4041e0 to find some place i could go --n404207 and not feel like there's all these people who --n404236 are just huge and hulking that --n404255 are...	's	's all these people who --n404236 are just huge and hulking that --n404255 are	these	VP	NP-PRD	NP-OTHER	people				36	0.015880018	9.047921636	1	2267	0.001890146	sw3080_s134_522	the	people
94184:73	"but, um, for the cheese part, you mix, uh, sour cream, and cream cheese and cottage cheese and, uh, layer all that."	layer	layer all that	that	VP	NP	NP-OBJ	that				106	0.004737218	5.74425372	1	22376	0.018656337	sw3081_s17_514	the	that
94280:7	"for all the inside parts you brown hamburger and put some, um, tomato sauce in it,"	for	for all the inside parts	the	PP	NP	NP-OTHER	parts				7	0.102941176	14.12776459	1	68	5.67e-05	sw3081_s73_502	the	parts
94661:30	"and it --n403463's just too much for all of them, all of that group to travel."	for	"for all of them, all of that group to travel"	of	SBAR-N403463	NP-SBJ	NP-OTHER	them				22	0.008261359	8.815558926	1	2663	0.002220318	sw3082_s112_509	yes	them
94661:42	"and it --n403463's just too much for all of them, all of that group to travel."	them	"all of them, all of that group"	of	NP-SBJ	NP-SBJ	NP-OTHER	group				1	0.009708738	13.52142844	1	103	8.59e-05	sw3082_s112_509	yes	group
94692:61	"and choose, some place that everybody's going --n403d43 to like --n403d52 as far as food and all that."	and	food and all that	that	NP	NP	NP-OTHER	that				106	0.004737218	5.74425372	1	22376	0.018656337	sw3082_s128_519	the	that
94717:57	and the grandkids really enjoy it because it's the only time of the year they see all their cousins from oklahoma --n404262.	see	see all their cousins from oklahoma --n404262	their	VP	NP	NP-OBJ	cousins				1	0.076923077	16.60889128	1	13	1.08e-05	sw3082_s141_518	the	cousins
95070:26	and she was going --n4026c0 to accomplish all of these things	accomplish	accomplish all of these things	of	VP	NP	NP-OBJ	things				56	0.03196347	9.419890413	1	1752	0.001460757	sw3085_s63_508	yes	things
96457:189	"and, uh, they have a, we have a, uh, i think it's three bedroom or two bedroom, uh, condominium, which --n40346d will sleep, i do not know, quite a few about, six or eight. and, uh, cause it's got, you know, pull out couches and all that,"	and	pull out couches and all that	that	NP	NP	NP-OTHER	that				106	0.004737218	5.74425372	1	22376	0.018656337	sw3093_s88_550	the	that
97302:13	"and i fought all of those things,"	fought	fought all of those things	of	VP	NP	NP-OBJ	things				56	0.03196347	9.419890413	1	1752	0.001460757	sw3097_s137_503	yes	things
97460:48	they tend --n405e5c to look at the mother as the one who --n405e87 solves all problems.	solves	solves all problems	problems	VP	NP	NP-OBJ	problems				4	0.017316017	12.34836373	1	231	0.0001926	sw3097_s224_517	no	problems
97461:12	"they, are all things to all people,"	are	are all things to all people	things	VP	NP-PRD		things				56	0.03196347	9.419890413	1	1752	0.001460757	sw3097_s225_503	no	things
97461:20	"they, are all things to all people,"	to	to all people	people	PP	NP	NP-OTHER	people				36	0.015880018	9.047921636	1	2267	0.001890146	sw3097_s225_505	no	people
97687:42	"well she's, she's just been doing all kinds of stuff where she's, you know mumblex,"	doing	"doing all kinds of stuff where she's, you know mumblex"	kinds	VP	NP	NP-OBJ	kinds	hyper	stuff		59	0.453846154	13.18262653	1	130	0.00010839	sw3099_s98_514	no	stuff
97768:57	or you can set up your work program and your husband's so that one of you is there all the time.	there	is there all the time	the	VP	NP-TMP		time				146	0.077991453	9.324259938	1	1872	0.001560809	sw3099_s146_516	the	time
97932:17	they stay up until all hours of the night.	until	until all hours of the night	hours	PP-TMP	NP	NP-OTHER	hours				2	0.015384615	13.18262653	1	130	0.00010839	sw3099_s219_505	no	hours
98521:14	"so you know all the story and who --n40443a did what and when it happened --n404459,"	know	know all the story and who --n40443a did what and when it happened --n404459	the	VP	NP	NP-OBJ	story				1	0.008849558	13.38649886	1	113	9.42e-05	sw3108_s165_505	the	story
98734:22	"uh, so it's effected all of us."	effected	effected all of us	of	VP	NP	NP-OBJ	us				15	0.031446541	11.29903602	1	477	0.000397706	sw3111_s75_506	yes	us
98907:39	"and somebody had taken like a baseball bat to it and broke all his windows and his lights and his, dented it everywhere,"	broke	broke all his windows and his lights	his	VP	NP	NP-OBJ	windows				1	0.025641026	14.94592627	1	39	3.25e-05	sw3111_s184_511	the	windows
99042:24	i mean it's embarrassing and all this other stuff	and	's embarrassing and all this other stuff	this	VP	NP-ETC		stuff				76	0.090692124	10.48476997	1	838	0.000698695	sw3113_s65_509	the	stuff
99049:54	"i don't, i don't think that's right because all's that's going --n403d7b to do --n403d8a is say, oh, well, you know, that was a breeze,"	because	"because all's that's going --n403d7b to do --n403d8a is say, oh, well, you know, that was a breeze"	's	SBAR-PRP		NP-OTHER	that	the			106	0.004737218	5.74425372	1	22376	0.018656337		no	that
99069:148	"the other thing that juries are restricted --n4048c4 on --n4048cf and, and at least to me this has been one of the frustrating things in my, even in my own experiences, that you usually don't get --n40495a to hear all the information."	hear	hear all the information	the	VP	NP	NP-OBJ	information				8	0.096385542	13.83630178	1	83	6.92e-05	sw3113_s83_547	the	information
99082:50	"so the lawyers, the two lawyers are the ones that --n40521a have all the information."	have	have all the information	the	VP	NP	NP-OBJ	information				8	0.096385542	13.83630178	1	83	6.92e-05	sw3113_s91_515	the	information
